;id;comments;category
2561;341;:smiling_face_with_tear::brown_heart:;1.0
2562;341;Such a wholesome and beautiful moment :smiling_face_with_hearts: You’ve been hand selected to be invited to the event of the season hosted by L.A. STYLE Magazine’s event! You don’t want to miss out! 10.15.22! RSVP at www.lastylesoiree.com – Your VIP Password is: LASTYLE_VIP. Send us a DM for the event address!;0.0
2563;342;When will this top come out :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2564;342;:red_heart:️:red_heart:️;1.0
2565;342;Is this black button up going to be apart of the drop? It is so beautiful 🥹;1.0
2566;342;of course ourside I am me but here is different;0.0
2567;342;just like you right?;0.0
2568;342;I'm free to be whoever I want to be;0.0
2569;342;I'm not outisde here so...;0.0
2570;342;:raising_hands:;1.0
2571;342;Where is the black jeans  from? 🥹;0.0
2572;343;Links;0.0
2573;343;@kiimbo__sliice @hollshill :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: this is her! These outfits are so cute;0.0
2574;343;Links;0.0
2575;343;Love #1 :cherry_blossom:;0.0
2576;343;Link please;0.0
2577;343;I just messaged you the links!:growing_heart:;1.0
2578;344;:red_heart:️;1.0
2579;344;:fire::fire::fire:;1.0
2580;344;Cool mama :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2581;344;Cute;0.0
2582;344;:black_heart::black_heart::black_heart:;1.0
2583;345;This Picture just goes to prove that good DNA is everything!;0.0
2584;345;Gorgeous :fire::fire::clapping_hands:;1.0
2585;345;hot:fire::fire:;1.0
2586;345;:red_heart:️:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: über- hot;1.0
2587;345;:red_heart: Hottest make model :grinning_face_with_sweat:;1.0
2588;345;Pop Pop;0.0
2589;345;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2590;345;Hotttttt :fire::fire::fire::fire::fire::fire::fire:;1.0
2591;345;@official_davidgandy_fans_page Boa noite amigo :raising_hands::raising_hands:;0.0
2592;346;The biceps keep getting bigger :clapping_hands::flexed_biceps_medium-light_skin_tone::check_mark:️;1.0
2593;346;:red_heart:️;1.0
2594;346;Очень очень люблю , воробышек !!!!!!:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;0.0
2595;346;:face_with_open_mouth::smiling_face_with_heart-eyes::fire::fire::fire::fire::fire::fire::fire::fire::fire::fire:;1.0
2596;346;No vabbè :fire::face_with_tears_of_joy::red_heart:️;1.0
2597;346;Jajajajajjaja nice coincidence;1.0
2598;346;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2599;346;:raising_hands:;1.0
2600;346;:raising_hands::red_heart:️:red_heart:️:red_heart:️;1.0
2601;346;:clapping_hands::clapping_hands::clapping_hands::red_heart:️;0.0
2602;347;LINKS;0.0
2603;347;Link;0.0
2604;347;Links;0.0
2605;347;Links;0.0
2606;347;Link;0.0
2607;347;I just massaged you the links!;0.0
2608;348;You're wonderful :raising_hands::raising_hands::raising_hands::raising_hands:;0.0
2609;348;:red_heart:️;1.0
2610;348;@louisdewhurst the jacket :smiling_face_with_heart-eyes:;0.0
2611;348;:red_heart:️;1.0
2612;348;@davidgandy_official :heart_on_fire:;1.0
2613;348;:red_heart:️:red_heart:️:red_heart:️;1.0
2614;348;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2615;348;:fire::fire::fire:;1.0
2616;348;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2617;349;The playroom is amazing!!;0.0
2618;349;Looks so good! Love the swings!!!:red_heart:️:red_heart:️;1.0
2619;349;Avery got the play dough hair salon too :clapping_hands::face_with_tears_of_joy:;1.0
2620;350;Sounds like the best type of plans :Italy:;1.0
2621;350;Pretty :red_heart:️;1.0
2622;350;@brittprice thanks Britt :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:;0.0
2623;351;Love :smiling_face_with_heart-eyes:;1.0
2624;351;Que luk lindoo apaixonada;0.0
2625;351;:cherry_blossom::two_hearts:🩷:cherry_blossom::two_hearts:🩷:cherry_blossom::two_hearts:🩷;1.0
2626;351;Hi Camila, your fashion sense is always on point! If you're looking for some stylish accessories to complete your outfits, check out my dropshipping website trendsduchess.store. We offer a variety of trendy and affordable items that I think you and your followers would love. Thank you for inspiring us with your incredible style! :smiling_face_with_heart-eyes:;1.0
2627;351;Que lindo amei:smiling_face_with_heart-eyes::clapping_hands:;1.0
2628;351;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;1.0
2629;351;:two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts:;0.0
2630;351;Minha inspiração :two_hearts:;1.0
2631;351;Wowwwwww;0.0
2632;352;The last Coro for me haha;0.0
2633;352;Happiest of birthdays!;0.0
2634;352;Absolutely adorable moments!;0.0
2635;352;Beautiful!!!!;0.0
2636;352;I feel like sprinkler is harder to say than spangler tho;0.0
2637;352;Why not pop pop or grandpa?;0.0
2638;352;Awesome!!! Happy Birthday!!;0.0
2639;352;@niks_pics19 hahahah I do too :face_with_tears_of_joy:;1.0
2640;352;@scottdds1 hahaha he is grandpa! But not mine :face_with_tears_of_joy:;0.0
2641;353;So GORGEOUS :red_heart:️:two_hearts::two_hearts:this is the cutest tee :smiling_face_with_heart-eyes:;1.0
2642;353;Love your nails :nail_polish:;1.0
2643;353;Thank you for the code! I just used it!;0.0
2644;353;:smiling_face_with_heart-eyes::red_heart:️:fire::fire:;1.0
2645;353;So gorgeous!!! :fire::fire:;1.0
2646;353;Loveeeee their tees and sweatshirts!!;0.0
2647;353;:fire::fire::fire:;1.0
2648;353;the cutest tees :clapping_hands:;1.0
2649;353;So cute. Love their tees too!;0.0
2650;353;@the_realvonhord oh yay!!! I’m so happy! Thank you!!!;0.0
2651;354;:white_heart:;1.0
2652;354;:blue_heart:;1.0
2653;354;@shintaolaf;0.0
2654;354;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2655;354;Amei tudo :hundred_points::sparkling_heart::two_hearts:;1.0
2656;354;:smiling_face_with_heart-eyes::red_heart:️;1.0
2657;354;Wow;0.0
2658;354;I tried...but I can't fault you You're absolutely breathtaking in every possible way;0.0
2659;354;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2660;354;Jean:pinched_fingers_light_skin_tone:;1.0
2661;355;@gaetano.visconti;0.0
2662;355;Linda maravilhosa :smiling_face_with_heart-eyes:;1.0
2663;355;Alguém sabe de onde podem ser os brincos? São muito lindos!;0.0
2664;355;Omggg🫶:medium_skin_tone:🫶:medium_skin_tone:🫶:medium_skin_tone:🫶:medium_skin_tone:;1.0
2665;355;Come on in.;0.0
2666;355;Hay mujeres tan lindas en este mundo :smiling_face_with_heart-eyes:;1.0
2667;355;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2668;355;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2669;356;Lovely;1.0
2670;356;@_priya.gh ‎واقعا دایرکت چک نکردین:neutral_face:;0.0
2671;357;I'm really searching for this beautiful skirt but I can not find it in switzerland, Greece or Germany. Can you please tell me in which country should I search?;0.0
2672;357;@jessmeupp Track Post-It: RED 5 - LIFT ME UP— Buen beat. The skirt collection.;0.0
2673;357;It’s not available in Saudi Arabia. I couldn’t find it :weary_face::broken_heart:;1.0
2674;357;I am from Portugal. Where can I find this skirt? And what price?Thanks;0.0
2675;357;unknown;0.0
2676;357;@lulu.shi_ Hi, thanks for your interest in our brand. The EMBROIDERED CAPE SKIRT - LIMITED EDITION can be found on Zara.com Germany with ref. 2903/301. We hope you find this information useful. Thank you.;0.0
2677;358;Masih ada ga ya;0.0
2678;358;US;1.0
2679;358;When will this be coming out for sale?;0.0
2680;359;Mamb vip;0.0
2681;359;Mamb vip;0.0
2682;359;:clapping_hands::clapping_hands:;1.0
2683;359;@shimakarimi.fit ‎واقعا دایرکت چک نکردین:neutral_face:;0.0
2684;360;Gorgeous :smiling_face_with_heart-eyes:;1.0
2685;360;:brown_heart::brown_heart::brown_heart:;1.0
2686;360;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2687;360;Loveeee;0.0
2688;360;:red_heart:️;1.0
2689;360;:brown_heart::brown_heart: love this chocolate mix;1.0
2690;360;:fire::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::purple_heart:;1.0
2691;360;You take my breath away. Looks like such a dream :raising_hands:;1.0
2692;360;Stunner :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2693;361;Is the purse Mango please? Thanks;0.0
2694;361;Beautiful combination of colour :star-struck:;1.0
2695;361;Love ur styles ugh :crying_face::smiling_face_with_heart-eyes:;1.0
2696;361;:smiling_face_with_heart-eyes:;1.0
2697;361;Love this bag :green_heart:;1.0
2698;361;:green_heart::green_heart::green_heart:;1.0
2699;361;awesome :sparkles::black_heart:;1.0
2700;361;:red_heart:️;1.0
2701;361;:green_heart::green_heart:;1.0
2702;361;@atelier.mudmano yes :sun_with_face:;0.0
2703;362;Fannnnn:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2704;362;A cara do papai;0.0
2705;362;:smiling_face_with_hearts::smiling_face_with_hearts:;1.0
2706;362;Que lindoooo;0.0
2707;362;@prixberna você não tem nenhum perfil de instagram com conteúdo sobre seu conhecimento? Achei interessante :smiling_face:️;1.0
2708;362;@fernandaparren olá querida tenho um perfilho insta lev.vida;0.0
2709;363;We’re a good bunch :bouquet:;1.0
2710;363;Aww we’re all so lucky aren’t we :sparkles::white_heart:;1.0
2711;363;🫶:light_skin_tone:🫶:light_skin_tone:🫶:light_skin_tone:🫶:light_skin_tone:;1.0
2712;363;beautiful girls and women;0.0
2713;363;My 3 hearts :white_heart::white_heart::white_heart:;1.0
2714;363;Gorgeous girls xx;0.0
2715;363;:red_heart:️;1.0
2716;363;Love you all so much :red_heart:️;1.0
2717;364;Beautiful :smiling_face_with_heart-eyes:;1.0
2718;364;Hi, is collection available in Serbia? Thanks.;0.0
2719;364;Todas sus modelos anoréxicas;0.0
2720;365;The best variant is “nude”:smiling_face_with_heart-eyes:;1.0
2721;365;So cute:white_heart:;1.0
2722;365;:red_heart:️:red_heart:️;1.0
2723;365;Hi @monikh where is that beautiful amber ring from :orange_heart:;0.0
2724;365;The little hand lining up Ella’s kitchen :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:;1.0
2725;366;@maria_57mar;0.0
2726;366;:red_heart:️:red_heart:️:red_heart:️;1.0
2727;366;Awesome;0.0
2728;366;@mayandeb;0.0
2729;366;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2730;366;Breathtakingly beautiful;0.0
2731;366;:red_heart:️:red_heart:️;1.0
2732;366;@elisamaria88.11 ?;0.0
2733;367;Congrats sweetie! :red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2734;367;Your style :smiling_face_with_heart-eyes:;1.0
2735;367;You have done an amazing job;0.0
2736;367;The plain gold rings and bracelets are right up my street!! I can’t wait to get my hands on some;0.0
2737;367;Omg:fire: need them all:smiling_face_with_heart-eyes:;1.0
2738;367;These are AMAZING:fire: and you’ve beautifully incorporated our culture x;1.0
2739;367;Gorgeous luv luves :white_heart:;1.0
2740;367;Congratulations!;0.0
2741;367;@nicole_huisman thank you chick! :sun_with_face:;0.0
2742;367;@monikh the way I had to run back to get a second piece :red_heart:️;0.0
2743;368;Lovely bag from ?;1.0
2744;368;:smiling_face_with_heart-eyes:;1.0
2745;368;:cloud:️;1.0
2746;368;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2747;368;Love your bag :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2748;368;Gorgeous:smiling_face_with_heart-eyes:;1.0
2749;368;Love this :smiling_face_with_heart-eyes:;1.0
2750;368;Always so chic. Do the sandals get comfier after many wears? X;0.0
2751;368;:growing_heart::OK_hand_medium-light_skin_tone::OK_hand_medium-light_skin_tone::OK_hand_medium-light_skin_tone::growing_heart:;0.0
2752;369;:red_heart:️;1.0
2753;369;We send you a direct message :red_heart:️;1.0
2754;369;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2755;369;:red_heart:️:red_heart:️;1.0
2756;369;Love this;0.0
2757;369;Absolutely stunning darling :blue_heart:;1.0
2758;369;Those cakes :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2759;369;:red_heart:️:mango::red_heart:️:fish::red_heart:️;1.0
2760;369;Need that necklace Monikh! :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2761;369;When is this collab out @monikh  please?!:smiling_face_with_heart-eyes::green_heart:;1.0
2762;370;@zaraThe metallic pleated skirt was listed as coming soon in large and now it is listed as out of stock. I never received an email. Did the item really exist? Will the item restock online in the United States ?;0.0
2763;370;Like :hundred_points::hundred_points:;1.0
2764;370;"In Germany this skirt when from ""coming soon"" straight to ""out of stock"". The in stock notification email never even went out. Nice @zara , very respectful to your online customers, not even giving them the chance to try and purchase the piece...";0.0
2765;370;Pp;0.0
2766;371;:red_heart:️:red_heart:️:red_heart:️;1.0
2767;371;Bellissimi :red_heart:️:red_heart:️;1.0
2768;371;:fire::fire::fire::fire::fire::fire::fire::fire::fire:;1.0
2769;371;Vi adoro, :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;0.0
2770;371;So sweet picture baby :fire::fire:;0.0
2771;371;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2772;371;:red_heart:️:red_heart:️:raising_hands:;1.0
2773;371;corro a vedere the ferragnez;0.0
2774;371;Ri di cu los:clapping_hands: :clapping_hands:;1.0
2775;372;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2776;372;:face_with_open_mouth:;1.0
2777;372;Fresh looks. :green_heart:;0.0
2778;373;la mi coppia preferita :smiling_cat_with_heart-eyes:;1.0
2779;373;:smiling_face_with_heart-eyes:;1.0
2780;373;:nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::partying_face:;1.0
2781;373;Ah si, il richard mille da comunista.;0.0
2782;373;Nice:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2783;373;:red_heart:️:raising_hands::red_heart:️;1.0
2784;374;Occhi stupendi! C’è il mare dentro!!! :red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2785;374;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;1.0
2786;374;dov’è la vitto?;0.0
2787;374;PERFETTA;0.0
2788;374;può essere antipatica , quello che volete ma è molto bella uno schianto;0.0
2789;374;Ma ti guardi allo specchio dopo aver bevuto vero?;0.0
2790;374;:nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face:;1.0
2791;374;Molto molto bella :red_heart:️;1.0
2792;374;Peccato... Vestito davvero non adatto a chi ha seno e sedere completamente piatti...;0.0
2793;374;Mi chiedo perché a lamentarsi siano sempre donne prossime alla menopausa, con più rughe che soldi in tasca, con profili privati (forse si vergognano della propria faccia o del proprio corpo?) e con un istinto polemico delle peggior galline di paese. Assurdo;0.0
2794;375;Diplomatico !!!!:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️baci Baci :kiss_mark: :kiss_mark: baci :kiss_mark: :red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2795;375;Bellissimo :red_heart:️:star-struck::star-struck:;1.0
2796;375;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;1.0
2797;375;che carino leo!!!;0.0
2798;375;:red_heart:️;1.0
2799;375;Bellissimo:smiling_face_with_heart-eyes:;1.0
2800;375;Bellissimo Leone :smiling_face_with_heart-eyes:;1.0
2801;375;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2802;376;:face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:;1.0
2803;376;Italian People:  give @chiaraferragni  a break.  You have too many negative comments.  Why????;0.0
2804;376;Style on lock. :black_heart:;1.0
2805;376;Tu es plus belle que gg h;0.0
2806;376;:fire::fire:;1.0
2807;376;Pensati sana;0.0
2808;377;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2809;377;ises;0.0
2810;377;love :smiling_face_with_heart-eyes:;1.0
2811;377;Please check your DM :sparkles::smiling_face_with_hearts::heart_suit:️;0.0
2812;377;Please check your DM :sparkles::smiling_face_with_hearts::heart_suit:️;0.0
2813;377;love :smiling_face_with_heart-eyes:;1.0
2814;377;You look great :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;0.0
2815;377;Love :white_heart:;1.0
2816;377;:red_heart:️;1.0
2817;377;:white_heart::white_heart:;1.0
2818;378;Quando vai ter reposição da calça???;1.0
2819;378;Qual nome dessa calça?;0.0
2820;378;oii, tem cupom pra aniversariante do mês?:smiling_face_with_heart-eyes:;0.0
2821;378;TUUUUDO!!! :smiling_face_with_heart-eyes::face_with_open_mouth:;1.0
2822;378;Amo;0.0
2823;379;COMPREI O MEU, CHEGOU HOJE!!!!!! ESTOU APAIXONADA :red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;0.0
2824;379;O black sem erro :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2825;379;TUUUUDO ESSE DRESS :red_heart:️;1.0
2826;379;Mais que perfeito;0.0
2827;379;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2828;379;Qual é o tecido?;0.0
2829;379;a gente AMAAAA! :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2830;380;A melhor baby do mundo @lamarins_;0.0
2831;380;Amo:red_heart:️;1.0
2832;380;Como fazer parte do mkt de vocês? :smiling_face_with_heart-eyes:;1.0
2833;380;impecável;0.0
2834;380;:beating_heart::beating_heart::beating_heart::beating_heart::beating_heart::beating_heart:;0.0
2835;380;:smiling_face_with_heart-eyes:;1.0
2836;380;Melhores looks da vida;0.0
2837;380;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2838;380;@carolpolycarpo_ te enviamos direct Carol :two_hearts:;0.0
2839;381;Ma dal marito, ormai irrimediabilmente senza sorriso, neanche un piccolo finto augurio (tipo i baci fake sul naso...) alla madre dei suoi figli???;0.0
2840;381;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2841;381;성형녀;0.0
2842;381;행복한 가족 :family: :red_heart:️:red_heart:️:red_heart:️:clapping_hands::clapping_hands::clapping_hands:;1.0
2843;381;Bellissimi insieme;0.0
2844;381;ma quanto era bella la signora Marina?!?!?!? (lo è ancora, sia chiaro...);0.0
2845;382;Menomale che io c'ho Netflix;0.0
2846;382;Non vedo l'ora di perdermeli tutti!;0.0
2847;382;La cosa più bella in questa foto è la volante della polizia nello sfondo :heart_exclamation:️:flexed_biceps:;1.0
2848;382;:red_heart:️:red_heart:️;1.0
2849;382;:thumbs_down::thumbs_down::thumbs_down::thumbs_down:;1.0
2850;382;Molati gli incisivi castoro;0.0
2851;382;Ma chi siete?? Sparite!!! State rovinando.... oltre che usando quei due poveri bimbi innocenti! Basta!!!! Ridicoli;0.0
2852;382;Ma sembra una tavola da surf niente davanti niente dietro che magra :nauseated_face:;0.0
2853;382;:red_heart:️:fire:;1.0
2854;382;@eleonoraepoi mi hai tolto le parole di bocca giuro!!!;0.0
2855;383;:smiling_face_with_heart-eyes:;1.0
2856;383;Ma non le hanno insegnato che non si appoggia il gomito sul tavolo?;0.0
2857;383;Bellisima;0.0
2858;383;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2859;383;Chissà cosa non mangi per essere così magra;0.0
2860;383;Che gobba ... Tra poco puoi trasferirti a notredame !!;0.0
2861;383;Un po' di galateo no?;0.0
2862;383;Dura vivere così....;0.0
2863;383;Wow love this hair look:two_hearts::heart_with_arrow:;1.0
2864;384;BELLLLIIISSSSIIIMMAAAAAAAA;0.0
2865;384;Estilazo;0.0
2866;384;Looks like a wannabe Anna Wintour:grinning_face_with_sweat:;1.0
2867;384;:fire:;1.0
2868;384;:smiling_face_with_heart-eyes:;1.0
2869;385;LINKS;0.0
2870;385;Links;0.0
2871;385;All cute! :two_hearts:;1.0
2872;385;Outfit 3 :cherry_blossom:;1.0
2873;385;Cute!! :cherry_blossom:;1.0
2874;385;:raising_hands::cherry_blossom:;1.0
2875;386;Divina;0.0
2876;386;Il turchese è il suo colore… si sposa bene con il colore degli occhi!!!!:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2877;386;BELLLIIISSSIIIIMMMMAAAAAAA;0.0
2878;386;:red_heart:️;1.0
2879;386;Ma davvero quelle scarpe fanno moda?? :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:ma manco mia nonna ...;1.0
2880;386;Che gambe ragazzi .....da passarci un treno:face_with_tears_of_joy:;0.0
2881;386;:nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face:;1.0
2882;386;E le tette?;0.0
2883;386;Ma perché non sponsorizzi le tue di borse? Lo so, fanno schifo, sono un ammasso di plastica, nemmeno io me le sponsorizzerei ma allora che cazzo stai a creare un brand? Cioè io Giorgio Armani non l'ho mai visto vestire e sponsorizzare Valentino:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:;0.0
2884;387;:red_heart:️;1.0
2885;387;Hermosa;0.0
2886;387;Oh my nail;0.0
2887;387;Picture 1 :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;0.0
2888;388;Birbantella!! Intrigante!!!!:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;0.0
2889;388;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
2890;388;Complimenti @chiaraferragni i tuoi bimbi sono semplicemente meravigliosi :red_heart:️;0.0
2891;388;Bellisima;0.0
2892;388;:growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart:;0.0
2893;388;Questa te le suona da grande:face_with_tears_of_joy:;1.0
2894;388;Odiosa;0.0
2895;388;Che bei capelli che ai vitto:smiling_face_with_heart-eyes:;0.0
2896;388;"Your picture are beautiful I would love to make you my muse

Hello:waving_hand:

  What’s good…I really like your profile and your posts, and if you let me, I would make such an amazing mural out of it!";0.0
2897;389;Famigliola perfetta:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;1.0
2898;389;Così uniti i bambini crescono felici:smiling_face_with_heart-eyes:;1.0
2899;389;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2900;389;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
2901;389;Ma come si fa a perdere il proprio tempo per scrivere insulti sotto le foto?? Ma poi che cazzo vuol dire che ci sono i poveri ed i disperati quindi loro non possono farsi le foto mentre fanno la gitarella al Lago?? Ma se proprio non li sopportate la cosa migliore da fare è non seguirli e non commentare!;0.0
2902;389;Sentiti ricca :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:;0.0
2903;390;:red_heart:️:red_heart:️:red_heart:️;1.0
2904;390;Top:face_with_open_mouth:;1.0
